	TCGA-S3-AA0Z-01	TCGA-S3-A6ZH-01	TCGA-S3-A6ZF-01	TCGA-S3-AA11-01	TCGA-S3-AA14-01	TCGA-S3-AA15-01	TCGA-S3-AA10-01	TCGA-S3-A6ZG-01	TCGA-S3-AA17-01	TCGA-S3-AA12-01
GCAT	741	831	460	459	767	676	284	1140	1733	1150
GCA	690	1344	2738	1207	360	624	866	1131	720	1199
GCC1	1309	2980	2384	1576	1293	1160	2243	2459	2107	1401
GCC2	1994	4009	3837	2611	1858	1157	1252	5323	2256	2598
GCDH	894	1604	822	897	1037	1301	1346	1549	1342	2431
GCET2	182	58	106	141	79	249	100	131	210	115
GCFC1	5894	1734	1849	2306	1244	1088	2348	1750	962	892
GCGR	1	0	0	0	0	4	1	1	4	2
GCG	0	11	0	0	0	0	0	0	24	0
GCH1	633	1338	1079	323	235	435	1761	535	636	169
GCHFR	1094	692	326	356	572	440	529	875	237	287
GCKR	0	0	2	2	3	17	1	3	2	0
GCK	6	2	6	3	4	9	4	4	3	2
GCLC	2797	3710	2372	1464	1752	742	1775	1076	1665	3455
GCLM	1053	1615	1082	514	583	312	771	824	624	482
GCM1	2	59	4	5	43	4	2	5	1	22
GCM2	0	0	0	0	3	0	0	1	0	0
GCN1L1	10091	10412	11238	8566	7041	7566	7846	10751	8357	7124
GCNT1	739	744	1510	1098	231	759	893	3529	784	2413
GCNT2	2221	2204	162	749	841	1412	11472	1206	94	1849
GCNT3	3	34	20	2	1	6	3	16	12	0
GCNT4	39	312	74	14	65	44	26	35	76	274
GCNT7	1	1	5	1	1	2	1	4	4	0
GCOM1	631	81	394	94	237	309	316	3362	164	30
GCSH	10	172	37	85	5	49	57	41	40	75
GC	0	0	0	0	0	0	0	0	2	0
GDAP1L1	2	2	3	6	1	0	1	3	11	1
GDAP1	673	2436	999	1554	182	381	473	465	3265	502
GDAP2	1482	964	1751	821	438	398	889	935	661	596
GDA	2	7	0	1	0	2	128	10	4	0
GDE1	8243	6887	5081	3760	3471	2786	2146	12789	5086	5751
GDEP	1	0	0	0	0	0	0	0	0	0
GDF10	12	8	12	7	25	60	15	26	20	1
GDF11	669	177	334	509	262	452	253	456	424	91
GDF15	29	8453	3483	266	199	69	37	1031	1977	607
GDF1	5	7	0	13	17	9	1	9	2	210
GDF2	0	0	0	0	0	0	0	0	0	0
GDF3	0	5	8	12	6	12	3	10	0	5
GDF5	317	5	8	8	30	45	12	6	1	2
GDF6	2	17	20	12	19	4	2	17	5	5
GDF7	1	0	1	0	0	6	0	0	3	0
GDF9	86	57	30	27	25	22	9	143	17	42
GDI1	9516	11234	27275	10297	4641	4618	8756	9500	7714	9017
GDI2	23702	20660	18435	9695	11568	13966	30273	14664	19878	9615
GDNF	1	0	2	41	0	0	1	0	0	1
GDPD1	81	141	170	194	80	36	75	218	180	132
GDPD2	4	640	65	10	0	2	94	9	13	1
GDPD3	738	1952	526	100	255	111	81	358	279	984
GDPD4	0	0	3	1	0	1	0	1	3	0
GDPD5	1900	283	1369	832	343	1306	720	366	729	205
GEFT	1682	342	820	1011	654	959	402	648	526	262
GEMIN4	2867	1463	1194	1463	1586	1023	2945	2390	908	1265
GEMIN5	1911	2803	2513	1292	1109	957	1464	2605	1769	908
GEMIN6	529	822	649	348	239	343	348	793	439	496
GEMIN7	874	1872	655	740	529	824	973	1035	783	731
GEMIN8P4	144	136	64	80	48	38	58	162	39	162
GEMIN8	424	1485	1721	878	751	498	367	2202	1098	1492
GEM	1012	1284	1391	394	1541	1206	752	583	969	83
GEN1	3745	1082	1165	641	614	512	1622	1706	776	399
GET4	2328	2805	3274	1899	1540	2138	2527	2129	2579	3198
GFAP	4	32	31	34	45	29	12	23	0	104
GFER	866	2250	1393	1189	684	592	747	3709	1421	1659
GFI1B	1	4	4	6	3	4	2	17	0	2
GFI1	122	35	62	24	44	310	431	86	301	16
GFM1	3507	7474	5970	1969	2690	1352	3113	3914	2540	3338
GFM2	1686	2816	2764	1166	1012	728	1064	3136	1535	1576
GFOD1	1694	31	78	83	106	120	488	153	144	31
GFOD2	1201	2450	1645	2433	788	1131	938	1274	1174	949
GFPT1	3891	6449	16573	7068	5757	3492	7201	33286	8225	4436
GFPT2	2647	257	739	466	904	1416	796	738	792	188
GFRA1	31	22	74799	74296	10465	723	44	71390	21269	17371
GFRA2	28	36	28	10	18	166	6	6	59	4
GFRA3	15	6	21	4	2	85	138	5	1	2
GFRA4	0	0	0	0	1	0	0	0	0	0
GFRAL	1	0	0	0	0	0	0	0	0	0
GGA1	6209	3527	2447	4432	2690	2818	2254	4434	3592	4483
GGA2	7547	5547	7369	5086	2783	5647	4364	11518	6484	7642
GGA3	2902	3462	2177	2622	1897	2170	3134	3164	3171	2123
GGCT	4294	4904	7319	3756	3659	1978	1826	4344	5931	4334
GGCX	2382	3959	2349	2231	1968	1472	761	1171	1821	2147
GGH	6792	2264	1519	487	571	1019	4184	267	113	846
GGNBP1	0	0	1	0	0	0	0	0	1	0
GGNBP2	4050	7611	5166	3583	1649	2057	2559	5003	3061	3214
GGN	50	5	23	42	22	27	25	25	7	37
GGPS1	3264	6918	5018	3105	2345	1046	1459	4985	2580	2141
GGT1	512	1914	1643	825	5220	510	582	187	1081	182
GGT3P	39	186	42	44	366	33	22	11	47	14
GGT5	890	2877	1020	2247	2177	3531	1997	896	1864	1144
GGT6	10	2097	1222	2343	80	206	178	664	262	0
GGT7	1919	2195	551	1335	549	531	545	753	516	2210
GGT8P	71	5	2	3	19	1	0	1	9	2
GGTA1	247	188	237	61	141	665	184	241	369	109
GGTLC1	13	16	11	7	41	1	9	0	9	1
GGTLC2	51	159	211	103	530	83	95	21	102	24
GH1	1	0	0	0	1	10	3	0	1	0
GH2	0	0	0	0	0	0	0	0	0	0
GHDC	1732	4549	2177	1704	1524	1215	1150	2560	1663	2579
GHITM	10697	9336	13109	7048	6972	5133	8969	11777	7269	8431
GHRHR	138	0	1	0	0	0	0	0	2	1
GHRH	0	0	0	8	37	0	0	0	5	0
GHRLOS	84	15	40	54	22	33	35	9	27	9
GHRL	23	9	8	10	17	15	22	5	30	1
GHR	206	1746	244	1355	1084	313	54	193	871	817
GHSR	0	0	0	0	0	0	0	0	1	0
GIF	0	0	0	0	0	0	0	1	0	0
GIGYF1	3294	3653	5750	6883	3611	2870	3277	5316	3761	3354
GIGYF2	5292	6595	6626	5003	2811	3035	4122	7820	5404	4895
GIMAP1	304	178	261	88	121	534	605	259	453	77
GIMAP2	295	479	688	459	114	494	615	502	777	54
GIMAP4	1388	1025	1396	378	488	1481	2928	1390	2456	264
GIMAP5	830	489	666	164	313	1345	1987	585	1814	116
GIMAP6	1044	725	1104	301	554	1262	1564	1039	1881	184
GIMAP7	376	403	608	141	192	699	967	575	1063	71
GIMAP8	534	361	625	175	298	1049	785	566	1123	115
GIN1	325	607	324	323	211	128	203	756	136	291
GINS1	1156	2307	1304	485	451	370	1866	1463	716	404
GINS2	1145	7750	1313	696	472	525	940	1309	535	576
GINS3	1043	1492	363	210	405	331	876	845	301	245
GINS4	1845	6784	671	387	347	734	1584	589	810	152
GIPC1	26377	8876	5030	5358	2991	3270	10534	6718	5398	3651
GIPC2	83	48	31	12	30	46	350	52	36	2
GIPC3	344	95	125	122	195	284	1314	112	238	161
GIPR	9	42	40	146	29	51	27	251	228	8
GIP	0	0	0	0	0	0	0	0	0	0
GIT1	12068	4981	3952	4292	2991	3888	5110	6451	3595	3053
GIT2	3127	3111	3967	2188	1947	2517	2313	3737	2279	1417
GIYD2	1763	3640	1286	1155	908	1039	1626	3010	1455	1831
GJA10	0	0	0	0	0	0	0	0	0	0
GJA1	1809	1570	4346	2349	8644	6218	4570	7330	1217	6252
GJA3	1	4	13	5	3	2	5	31	5	1
GJA4	631	450	667	248	414	1455	418	448	513	263
GJA5	832	269	901	282	481	1285	1202	1257	472	187
GJA8	0	0	0	0	0	0	0	0	1	0
GJA9	39	15	14	27	13	6	10	25	31	11
GJB1	56	31	71	22	12	6	5	8	216	4
GJB2	476	604	3916	892	1042	500	2158	1872	279	1025
GJB3	1117	55	16	17	12	102	1514	13	14	2
GJB4	31	11	4	1	5	5	35	5	1	0
GJB5	712	155	62	13	18	35	36	16	55	1
GJB6	9	1	6	3	3	4	635	1	3	0
GJB7	1	0	2	0	0	5	4	0	1	1
GJC1	2744	257	562	251	499	485	1691	372	241	152
GJC2	134	14	44	50	54	65	86	98	72	12
GJC3	1	151	16	54	76	15	43	121	155	72
GJD2	0	0	0	0	0	0	0	0	0	0
GJD3	84	174	115	84	124	80	323	99	273	385
GJD4	44	1	2	0	1	0	8	0	0	0
GK2	0	0	0	0	0	0	0	0	0	0
GK3P	181	52	92	25	31	37	60	74	88	98
GK5	3326	3071	4819	1632	1422	856	906	1904	3023	1825
GKAP1	313	318	404	304	103	111	150	387	178	213
GKN1	0	0	0	0	0	0	1	0	0	0
GKN2	0	0	0	0	0	0	0	12	0	0
GK	1248	369	593	163	210	257	495	622	423	854
GLA	1696	2546	1252	1549	1778	992	1600	3261	1682	699
GLB1L2	10	18	1008	42	450	532	989	740	540	447
GLB1L3	6	3	1	9	1	13	0	2	2	0
GLB1L	1430	1919	916	552	357	374	620	584	476	393
GLB1	8587	2742	9589	3556	3662	2637	3614	2836	3822	3340
GLCCI1	3230	1581	2120	1636	581	1729	694	1600	1321	1102
GLCE	1737	2993	1906	4206	2025	634	773	6822	1535	4354
GLDC	20	8564	405	40	14	31	358	11	17	5982
GLDN	28	79	120	35	34	85	20	246	19	6
GLE1	5226	4025	2415	2849	2581	1373	2649	4253	2839	3258
GLG1	8939	13509	6932	8176	7662	9665	7578	7481	7545	2531
GLI1	39	18	109	18	128	33	40	52	47	3
GLI2	1037	69	197	92	497	248	320	187	139	28
GLI3	2229	1765	2825	4413	1958	1064	313	3067	4726	3799
GLI4	544	515	479	419	350	263	423	580	353	763
GLIPR1L1	2	0	0	1	1	0	0	4	1	0
GLIPR1L2	50	110	41	14	53	6	14	74	88	102
GLIPR1	2346	732	1492	423	899	1804	2724	1051	1206	267
GLIPR2	1978	617	1614	356	1093	2518	2576	1131	1291	258
GLIS1	3	28	41	13	65	24	31	18	8	6
GLIS2	3306	784	3144	1355	1940	1965	1454	2191	1659	1330
GLIS3	394	90	393	140	778	494	191	2073	99	67
GLMN	447	358	368	427	229	161	505	414	263	175
GLO1	12396	15106	15150	4726	4187	2747	11994	6238	6649	14132
GLOD4	2581	3765	2756	3219	2352	1280	3108	6343	1604	2793
GLOD5	3	85	28	37	3	3	1	39	7	81
GLP1R	0	4	4	20	8	33	2	5	0	0
GLP2R	0	0	0	0	1	4	1	2	0	0
GLRA1	0	0	0	0	0	0	0	1	2	0
GLRA2	1	0	0	0	0	0	1	0	1	0
GLRA3	1	5	0	0	95	4	0	85	0	0
GLRA4	1	4	3	3	0	3	0	0	0	0
GLRB	6	160	70	500	139	104	221	492	295	407
GLRX2	482	778	749	233	188	192	239	490	463	177
GLRX3	2051	1835	2681	1518	1143	1453	5433	1630	1108	1331
GLRX5	1067	4677	1969	1905	1973	1196	1479	2851	2286	2597
GLRX	1025	718	1216	708	295	1553	1258	1352	823	288
GLS2	14	56	153	222	49	58	47	728	95	338
GLS	3185	2613	3534	1551	1471	2578	12039	2555	2406	3728
GLT1D1	8	7	8	5	4	26	74	9	111	2
GLT25D1	23010	6188	4925	4204	4513	7430	9962	5517	6533	3894
GLT25D2	49	39	16	550	61	54	15	256	29	8
GLT6D1	0	0	0	0	0	0	0	0	0	0
GLT8D1	2520	2226	2844	1585	2104	1875	1562	3745	1701	2057
GLT8D2	742	317	932	433	991	930	416	731	244	274
GLTPD1	1183	1392	1158	1820	1408	1182	1816	1540	979	1640
GLTPD2	4	0	0	0	0	0	1	1	0	1
GLTP	2051	3142	3284	1950	1577	1578	1705	1954	1476	2848
GLTSCR1	1281	1673	643	1608	829	915	1185	1453	1075	977
GLTSCR2	5673	15666	5483	11707	10014	10469	13588	20054	17557	18215
GLUD1	5885	11635	8254	3641	11202	3136	9432	13211	10019	15873
GLUD2	690	1620	1190	355	1299	310	1049	1720	1251	1654
GLUL	63528	106977	64070	44951	43234	19979	18155	132999	42640	110832
GLYATL1	9	78	1374	997	472	8	8	94	143	1297
GLYATL2	365	6	227	401	4265	48	22	47	20	19
GLYATL3	0	0	2	0	0	0	0	2	0	0
GLYAT	0	2	3	0	7	31	0	2	1	0
GLYCAM1	0	0	0	0	0	2	0	0	0	0
GLYCTK	395	172	240	150	255	270	224	119	167	77
GLYR1	16849	16665	9771	7252	4596	3735	4335	16866	6460	9125
GM2A	5685	4453	6145	2617	3943	4898	8494	6096	5263	2229
GMCL1L	14	18	14	7	9	4	5	28	4	2
GMCL1	1132	1342	1622	696	824	449	714	1745	836	580
GMDS	2761	1593	877	624	740	1849	2015	1216	574	375
GMEB1	1073	589	360	478	393	378	509	551	305	297
GMEB2	1989	1573	2420	1696	815	1032	1811	1883	2042	927
GMFB	2635	6582	4435	3551	2196	973	2396	5946	1282	2300
GMFG	582	460	651	165	195	1569	1159	473	1054	179
GMIP	2137	769	1174	1341	634	1836	2477	1872	2230	673
GML	0	0	0	0	0	0	0	0	0	0
GMNN	3500	1756	863	498	367	766	2001	525	440	519
GMPPA	2375	2847	2943	2418	1279	2615	1647	2782	2255	1843
GMPPB	747	1000	1327	1064	1892	1568	993	1139	1075	894
GMPR2	1442	5160	5291	3266	2587	1680	2722	5805	3543	3917
GMPR	1124	173	344	331	116	319	375	137	2584	107
GMPS	10350	4594	5038	1723	2511	3653	5756	2698	3903	1791
GNA11	2473	1899	1392	1151	1682	727	1360	2636	1323	1927
GNA12	4686	2507	6041	3490	3108	3377	4953	4068	5887	2610
GNA13	4458	10246	6027	2817	3020	2333	7228	7440	6464	2297
GNA14	55	63	152	204	31	125	43	314	139	64
GNA15	1652	776	345	444	74	521	765	511	669	113
GNAI1	398	264	304	112	688	549	621	202	87	187
GNAI2	19656	12296	13589	8490	8735	18606	16557	15356	14109	6235
GNAI3	6555	9682	5939	4967	3813	2416	7484	5691	3909	3222
GNAL	474	45	92	71	179	170	129	196	63	50
GNAO1	385	126	58	165	39	102	103	71	69	672
GNAQ	6217	3205	4381	3835	2522	1532	2183	5237	3384	3685
GNASAS	14	1	1	3	6	5	3	8	6	33
GNAS	62364	72739	97617	52194	33833	58049	63197	45614	56950	30317
GNAT1	3	2	1	1	1	0	2	0	0	0
GNAT2	2	4	0	4	5	5	6	3	1	3
GNAT3	0	0	0	0	0	0	0	1	0	0
GNAZ	409	120	914	257	66	106	512	1149	411	162
GNB1L	166	517	223	188	162	332	414	265	399	296
GNB1	24379	26272	21346	19890	14350	11860	22298	23740	12073	15975
GNB2L1	21794	43478	31766	42689	37260	27112	41549	59676	62009	34030
GNB2	4851	17525	16985	12494	7661	7869	10586	10569	10230	13270
GNB3	277	69	36	42	46	409	131	237	14	11
GNB4	8071	5622	5012	1372	2631	1890	4822	1653	1400	3142
GNB5	5851	580	875	800	367	883	555	1377	372	1300
GNE	496	1546	1651	208	1349	812	827	1681	1282	1414
GNG10	2046	1055	904	520	520	759	817	1536	837	701
GNG11	589	989	826	432	587	1743	538	713	588	285
GNG12	4421	5234	3315	3479	3744	1616	1982	8060	1004	2751
GNG13	2	4	22	6	1	0	0	10	20	92
GNG2	429	452	716	208	550	943	870	617	648	157
GNG3	11	15	15	11	6	10	5	18	8	30
GNG4	407	43	185	118	18	90	153	14	57	14
GNG5	3837	5713	3265	3127	2454	2943	5129	3942	2708	4196
GNG7	1577	391	339	590	457	744	357	352	329	819
GNG8	0	0	2	0	0	0	0	1	3	1
GNGT1	20	0	18	0	0	0	0	0	0	13
GNGT2	55	44	64	10	24	87	109	58	103	7
GNL1	6786	4032	2432	2502	1950	2672	3008	3014	1879	2065
GNL2	4599	4391	3592	3185	2327	2415	4146	3796	3210	2750
GNL3L	2167	2508	1994	1786	1722	1552	3225	2333	1521	2536
GNL3	5539	3958	4046	2802	3683	4187	5367	6484	3447	4966
GNLY	116	93	132	10	12	396	977	52	931	19
GNMT	38	5103	90	126	1049	15	7	61	39	731
GNPAT	5778	5707	4541	3127	1684	1768	2719	4643	3292	1711
GNPDA1	4025	4337	3824	2014	1688	1585	2488	4077	2227	2713
GNPDA2	1430	364	703	826	449	336	255	1300	444	920
GNPNAT1	966	4227	7858	1036	3484	949	2601	3984	1429	3470
GNPTAB	15729	4628	4967	2060	2212	3249	4059	3792	2934	1735
GNPTG	1044	7841	2509	2171	1937	1705	1621	3832	2190	3677
GNRH1	356	17	40	95	37	129	176	118	59	32
GNRH2	0	0	0	0	0	0	0	0	1	0
GNRHR2	2182	2081	576	1129	759	420	888	1987	457	740
GNRHR	31	15	5	24	18	5	8	30	2	7
GNS	22812	20813	18472	6938	14752	7361	12968	12896	12854	8258
GOLGA1	2902	2667	1760	1867	2095	988	836	2500	1846	1744
GOLGA2B	1977	1357	1108	1734	1330	297	429	2608	1547	1069
GOLGA2P3	0	0	0	0	0	0	0	0	0	0
GOLGA2	8446	8307	7010	7690	6499	3073	3710	10053	7380	6740
GOLGA3	8750	7355	8131	5625	6509	5939	5075	7767	4223	3645
GOLGA4	5856	8229	19954	7256	7954	4073	6555	12087	6031	4658
GOLGA5	1860	6515	4566	4258	3120	1649	1921	7279	3041	2341
GOLGA6A	0	1	0	3	0	0	1	3	0	1
GOLGA6B	1	7	4	9	5	4	2	18	1	2
GOLGA6C	0	0	0	0	0	0	0	0	0	0
GOLGA6D	0	0	0	0	0	0	0	0	0	0
GOLGA6L10	553	158	232	631	149	141	163	372	165	89
GOLGA6L1	0	0	1	0	0	0	0	0	0	0
GOLGA6L5	61	56	50	147	59	44	51	121	50	17
GOLGA6L6	0	0	0	1	0	0	0	0	0	0
GOLGA6L9	645	187	484	707	185	111	240	454	101	151
GOLGA7B	45	42	172	96	59	105	81	38	51	18
GOLGA7	3160	18099	3921	1806	1512	1439	4256	3190	1795	1079
GOLGA8A	3953	582	4879	6915	3894	2383	1666	1866	1889	444
GOLGA8B	2721	484	1713	2667	969	1289	170	2607	571	400
GOLGA8C	0	2	6	1	1	0	0	1	0	0
GOLGA8DP	0	0	1	0	0	1	0	0	0	0
GOLGA8E	0	0	0	0	0	0	0	0	0	0
GOLGA8F	0	0	0	0	0	0	0	0	0	0
GOLGA8G	0	1	1	0	1	0	0	0	0	0
GOLGA9P	7	0	2	2	2	3	4	2	4	0
GOLGB1	18147	16042	18181	13420	12891	5304	6308	19455	13536	10354
GOLIM4	5404	1382	2647	931	1937	1540	1854	1763	1027	1009
GOLM1	5961	30834	11870	12995	6296	3096	8431	9638	10522	17325
GOLPH3L	5087	6239	3167	2187	1647	1610	2479	8361	3779	3076
GOLPH3	5726	16109	10039	6212	4815	3646	4872	8975	6597	5453
GOLT1A	3	335	396	656	124	92	45	464	408	505
GOLT1B	2406	3657	3716	1311	1340	1571	3177	2737	1010	1339
GON4L	7497	7603	5942	4672	2504	2507	3928	7251	4752	2420
GOPC	4121	2049	2698	2225	2104	1628	1969	3406	2269	1004
GORAB	1913	1459	961	828	343	518	371	1781	573	336
GORASP1	3469	2082	7447	3520	2729	2051	2145	3799	1739	2873
GORASP2	4676	7025	8421	5949	3231	5871	4457	7484	6515	5202
GOSR1	8044	5739	4178	2863	2121	1471	1870	6184	2462	2581
GOSR2	3125	4221	4225	2506	1035	2147	1957	3555	3728	1792
GOT1L1	0	1	0	0	0	0	0	0	0	0
GOT1	2663	1555	2513	1311	2232	992	1619	1777	2178	2343
GOT2	1885	19227	5809	7278	6884	2384	5089	7446	11904	16034
GP1BA	137	57	44	13	9	83	86	60	241	13
GP2	6	33	2847	69	184	0	3	1275	215	4145
GP5	6	6	6	2	5	16	9	2	20	1
GP6	5	3	70	23	83	18	3	38	8	2
GP9	0	1	0	0	0	0	0	0	0	1
GPA33	74	39	24	6	7	14	42	39	19	3
GPAA1	12919	4829	13223	5003	5509	5820	5796	5160	3793	7493
GPAM	1081	884	1196	792	1073	957	610	1149	499	490
GPAT2	83	168	59	19	58	70	163	20	47	32
GPATCH1	1067	1748	1389	826	604	427	870	1855	987	3652
GPATCH2	2347	1836	1866	1110	494	428	834	3066	1745	600
GPATCH3	1008	938	549	827	639	632	929	885	449	598
GPATCH4	2407	6324	3268	2186	1156	1593	3744	3550	2125	1034
GPATCH8	5818	5526	4251	3267	1836	1760	2738	5136	3642	2151
GPBAR1	19	12	15	12	16	72	71	18	38	8
GPBP1L1	5185	9101	6185	7327	3964	3516	6222	8832	6517	5035
GPBP1	5018	9007	8030	4321	2999	3347	4226	8524	5296	3728
GPC1	3286	3122	6573	5445	1526	1593	2942	4362	3708	4779
GPC2	411	73	110	245	43	266	106	96	28	42
GPC3	416	2179	324	313	1345	597	30	196	68	4755
GPC4	1833	3824	2321	3164	2311	431	1533	3753	233	1718
GPC5	21	0	1	1	0	3	7	2	4	0
GPC6	3295	143	570	176	269	1147	752	432	135	119
GPCPD1	744	1679	2127	2292	1480	2517	1688	3161	2795	807
GPD1L	983	1131	12618	5645	5244	1045	1107	3516	4613	970
GPD1	196	198	374	232	465	2325	14	260	27	2
GPD2	3755	4379	4108	5018	1255	1555	2154	5475	4496	3061
GPER	55	325	74	157	128	190	42	442	148	121
GPHA2	0	5	0	0	0	1	0	0	1	6
GPHB5	0	0	0	1	0	0	0	0	0	0
GPHN	431	2263	943	538	849	445	633	636	681	3503
GPIHBP1	30	75	64	46	92	244	15	91	47	59
GPI	5990	14847	11544	9136	9138	11471	22191	11692	13531	8485
GPKOW	1280	2447	2076	1004	884	1079	1295	1575	1212	1274
GPLD1	9	19	16	32	59	44	32	39	93	208
GPM6A	65	18	4	6	9	2	18	66	18	0
GPM6B	798	222	212	444	524	776	1263	329	150	64
GPN1	3609	2948	3059	1495	1203	1314	3452	2310	1882	1577
GPN2	825	837	671	786	751	653	601	819	526	553
GPN3	1383	2595	1989	743	723	595	786	1692	537	1363
GPNMB	11392	8113	11896	3891	7128	8615	15438	15502	13859	3502
GPR101	0	0	0	0	0	0	0	0	0	0
GPR107	14440	6898	9759	6872	7527	3638	6769	12723	5773	5329
GPR108	4204	3303	3110	2213	2769	1850	2480	3801	3596	2124
GPR109A	26	199	37	50	49	224	103	77	50	106
GPR109B	12	72	13	21	29	24	57	64	22	67
GPR110	13	287	132	31	0	9	0	10	2	0
GPR111	2	1	4	1	0	2	2	5	1	0
GPR112	0	0	0	2	0	8	0	0	0	0
GPR113	45	3	19	23	10	29	37	21	26	4
GPR114	100	35	95	22	75	1163	464	244	404	13
GPR115	1	6	7	0	0	4	15	55	4	0
GPR116	1695	1066	1903	477	1190	1904	1165	1057	1659	430
GPR119	0	0	1	0	0	0	0	1	0	0
GPR120	67	18	13	6	4	8	46	32	11	8
GPR123	0	0	13	1	0	0	0	0	0	0
GPR124	1238	1632	2162	1026	3995	3139	2538	1597	1693	803
GPR125	4444	1029	2458	2253	618	1376	884	3300	776	890
GPR126	1023	96	2040	529	323	136	634	117	2459	161
GPR128	0	2	3	3	0	0	0	2	2	0
GPR12	219	23	0	1	23	57	40	6	0	0
GPR132	284	118	277	96	117	437	708	305	964	39
GPR133	795	21	72	14	138	126	24	82	114	8
GPR135	18	16	10	12	28	24	11	57	31	15
GPR137B	2414	508	2824	1310	633	1192	801	1966	604	1420
GPR137C	244	309	1216	234	70	65	60	233	106	341
GPR137	1641	831	1999	1377	892	1099	761	839	1601	1499
GPR139	0	53	12	0	0	0	0	0	0	0
GPR141	41	14	36	5	51	12	52	56	46	4
GPR142	3	1	3	2	1	7	2	1	4	0
GPR143	40	53	867	245	60	28	744	338	215	153
GPR144	1	0	0	20	6	1	2	0	0	3
GPR146	290	210	147	137	135	299	94	199	216	109
GPR148	0	0	0	0	0	0	0	0	0	0
GPR149	0	0	0	0	0	0	0	0	0	0
GPR150	2	0	0	1	3	13	4	0	11	0
GPR151	0	0	1	2	0	0	0	0	0	0
GPR152	3	27	11	1	1	6	1	10	2	0
GPR153	581	740	479	1536	985	959	485	892	342	101
GPR155	463	203	1060	467	119	480	428	796	647	262
GPR156	3	5	23	2	6	4	137	11	1	0
GPR157	612	226	162	132	145	39	136	164	195	93
GPR158	1237	167	35	49	23	15	279	4	8	259
GPR15	5	36	5	0	8	32	347	15	82	0
GPR160	157	3134	5665	2685	1895	510	816	2444	2058	1567
GPR161	3745	99	263	115	196	1105	587	258	259	31
GPR162	63	251	491	412	60	150	94	1139	265	98
GPR171	97	50	151	8	26	286	182	62	552	2
GPR172A	2570	4373	4605	2496	2485	2929	6779	2546	2744	3372
GPR172B	6	246	67	10	30	12	953	13	110	216
GPR173	94	17	54	46	42	85	98	40	101	10
GPR174	51	27	43	1	10	40	123	66	116	1
GPR176	1944	69	257	147	186	224	733	173	137	87
GPR179	63	64	11	14	41	5	14	26	2	13
GPR17	2	8	8	37	12	27	134	9	25	1
GPR180	1391	445	1379	482	319	494	2701	785	683	386
GPR182	3	1	0	1	2	5	7	2	7	0
GPR183	983	283	822	92	130	1262	1475	243	2365	84
GPR18	67	29	47	7	12	78	173	43	86	10
GPR19	209	255	81	7	14	49	238	26	83	18
GPR1	15	4	137	31	86	63	10	71	45	40
GPR20	20	1	5	2	6	8	1	11	1	0
GPR21	5	1	3	2	2	5	6	4	7	2
GPR22	0	1	4	2	0	0	1	2	0	0
GPR25	3	0	3	2	3	6	25	17	8	0
GPR26	1	19	75	13	2	13	2	4	2	3673
GPR27	26	43	40	33	55	12	8	48	14	176
GPR31	5	2	5	1	4	1	14	2	10	2
GPR32	0	0	0	0	0	0	0	0	0	0
GPR34	242	304	407	92	269	334	212	611	242	74
GPR35	313	74	58	151	33	83	172	156	119	41
GPR37L1	30	408	204	15	10	5	31	17	205	12
GPR37	185	309	1073	283	64	85	233	346	181	627
GPR39	44	122	898	341	294	38	203	387	44	426
GPR3	31	15	45	10	8	89	82	11	21	9
GPR44	5	46	9	15	14	10	6	15	6	8
GPR45	4	0	3	4	7	4	1	3	3	4
GPR4	497	406	421	214	353	529	323	215	372	200
GPR50	1	0	1	0	0	1	0	0	0	0
GPR52	4	0	2	0	0	0	2	0	0	0
GPR55	760	44	31	7	17	308	161	44	71	4
GPR56	6068	16530	6956	9092	5645	3873	6142	6629	9405	1597
GPR61	2	0	1	0	2	1	1	1	1	0
GPR62	2	7	0	2	4	1	9	3	0	20
GPR63	108	5	21	6	14	12	37	13	46	10
GPR64	33	12	29	22	46	45	636	32	28	62
GPR65	259	127	322	89	86	252	475	327	291	50
GPR68	460	958	189	593	106	546	1043	1117	325	291
GPR6	0	0	0	3	0	0	0	0	1	0
GPR75	176	29	36	50	49	68	62	71	79	53
GPR77	35	2080	274	276	408	23	32	754	801	679
GPR78	0	0	4	0	1	0	0	0	1	1
GPR81	57	1558	698	458	926	104	27	1802	896	2989
GPR82	15	22	21	5	17	28	31	29	27	3
GPR83	7	4	24	28	33	6	104	58	4	1
GPR84	291	24	50	27	13	70	391	53	82	39
GPR85	95	47	67	16	44	43	29	37	35	17
GPR87	1	17	45	39	11	25	11	46	2	3
GPR88	9	3	1	6	64	8	2	16	4	1
GPR89A	4003	4878	3309	2702	1778	1397	2495	10632	1709	1230
GPR89B	268	310	94	25	25	79	147	576	306	22
GPR89C	228	769	307	220	50	92	130	430	356	67
GPR97	55	10	47	8	9	81	81	26	24	1
GPR98	3935	101	3017	1285	2453	170	63	1431	0	1171
GPRASP1	180	250	366	202	491	374	266	303	250	77
GPRASP2	728	488	1542	373	404	311	203	731	388	130
GPRC5A	14830	3720	34153	6860	6056	3105	13902	13440	4846	6556
GPRC5B	6380	899	800	557	1039	5043	704	698	1274	396
GPRC5C	1931	4188	3167	1949	5742	380	139	1697	2127	57
GPRC5D	21	21	22	12	12	10	22	12	15	5
GPRC6A	0	0	0	0	0	0	0	0	0	0
